community_district,council_district,Year of Completion,ZoningDst1,FloorsProp,ClassANet_sum,AllCountedUnits_sum
402.0,26.0,1970,C4-4A,3.0,0.0,0.0
402.0,26.0,1970,C5-3,3.0,0.0,0.0
402.0,26.0,1970,C5-3,67.0,800.0,0.0
402.0,26.0,1970,M1-1,2.0,-3.0,0.0
402.0,26.0,1970,M1-1,3.0,1.0,0.0
402.0,26.0,1970,M1-3,1.0,-2.0,0.0
402.0,26.0,1970,M1-3,20.0,0.0,0.0
402.0,26.0,1970,M1-4,2.0,0.0,0.0
402.0,26.0,1970,M1-4,3.0,-1.0,0.0
402.0,26.0,1970,M1-4,4.0,75.0,0.0
402.0,26.0,1970,M1-4,5.0,56.0,0.0
402.0,26.0,1970,M1-4,6.0,20.0,0.0
402.0,26.0,1970,M1-4,7.0,83.0,0.0
402.0,26.0,1970,M1-4,8.0,117.0,0.0
402.0,26.0,1970,M1-4,9.0,0.0,0.0
402.0,26.0,1970,M1-4,11.0,0.0,0.0
402.0,26.0,1970,M1-4,12.0,188.0,0.0
402.0,26.0,1970,M1-4/R6A,4.0,38.0,0.0
402.0,26.0,1970,M1-4/R6A,5.0,8.0,0.0
402.0,26.0,1970,M1-4/R6A,6.0,62.0,0.0
402.0,26.0,1970,M1-4/R6B,3.0,11.0,0.0
402.0,26.0,1970,M1-4/R6B,4.0,112.0,0.0
402.0,26.0,1970,M1-4/R6B,5.0,16.0,0.0
402.0,26.0,1970,M1-4/R7A,2.0,0.0,0.0
402.0,26.0,1970,M1-4/R7A,3.0,1.0,0.0
402.0,26.0,1970,M1-4/R7A,4.0,0.0,0.0
402.0,26.0,1970,M1-4/R7A,6.0,59.0,0.0
402.0,26.0,1970,M1-4/R7A,7.0,22.0,0.0
402.0,26.0,1970,M1-4/R7A,8.0,127.0,0.0
402.0,26.0,1970,M1-5,6.0,8.0,0.0
402.0,26.0,1970,M1-5,8.0,55.0,0.0
402.0,26.0,1970,M1-5,9.0,34.0,0.0
402.0,26.0,1970,M1-5,11.0,182.0,0.0
402.0,26.0,1970,M1-5,12.0,270.0,0.0
402.0,26.0,1970,M1-5,14.0,48.0,0.0
402.0,26.0,1970,M1-5,15.0,197.0,0.0
402.0,26.0,1970,M1-5,20.0,110.0,0.0
402.0,26.0,1970,M1-5,24.0,130.0,0.0
402.0,26.0,1970,M1-5,48.0,1122.0,0.0
402.0,26.0,1970,M1-5/R7-3,2.0,0.0,0.0
402.0,26.0,1970,M1-5/R7-3,6.0,7.0,0.0
402.0,26.0,1970,M1-5/R7-3,8.0,99.0,0.0
402.0,26.0,1970,M1-5/R7-3,9.0,163.0,0.0
402.0,26.0,1970,M1-5/R7-3,10.0,195.0,0.0
402.0,26.0,1970,M1-5/R7-3,18.0,123.0,0.0
402.0,26.0,1970,M1-5/R7X,11.0,175.0,0.0
402.0,26.0,1970,M1-5/R8A,11.0,0.0,0.0
402.0,26.0,1970,M1-5/R9,2.0,3.0,0.0
402.0,26.0,1970,M1-5/R9,5.0,8.0,0.0
402.0,26.0,1970,M1-5/R9,11.0,182.0,0.0
402.0,26.0,1970,M1-5/R9,13.0,48.0,0.0
402.0,26.0,1970,M1-5/R9,14.0,98.0,0.0
402.0,26.0,1970,M1-5/R9,18.0,0.0,0.0
402.0,26.0,1970,M1-5/R9,20.0,157.0,0.0
402.0,26.0,1970,M1-5/R9,22.0,109.0,0.0
402.0,26.0,1970,M1-5/R9,26.0,285.0,0.0
402.0,26.0,1970,M1-5/R9,27.0,452.0,0.0
402.0,26.0,1970,M1-5/R9,33.0,270.0,0.0
402.0,26.0,1970,M1-5/R9,44.0,391.0,0.0
402.0,26.0,1970,M1-5/R9,54.0,790.0,0.0
402.0,26.0,1970,M1-6,25.0,182.0,0.0
402.0,26.0,1970,M1-6/R10,27.0,142.0,0.0
402.0,26.0,1970,M1-6/R10,43.0,550.0,0.0
402.0,26.0,1970,M1-6/R10,45.0,671.0,0.0
402.0,26.0,1970,M1-6/R10,50.0,974.0,0.0
402.0,26.0,1970,M1-6/R10,54.0,650.0,0.0
402.0,26.0,1970,M1-6/R10,58.0,451.0,0.0
402.0,26.0,1970,M3-1,25.0,584.0,0.0
402.0,26.0,1970,M3-1,32.0,345.0,0.0
402.0,26.0,1970,M3-1,40.0,820.0,0.0
402.0,26.0,1970,M3-1,41.0,367.0,0.0
402.0,26.0,1970,M3-1,42.0,0.0,0.0
402.0,26.0,1970,R10,32.0,306.0,0.0
402.0,26.0,1970,R10,33.0,443.0,0.0
402.0,26.0,1970,R10,41.0,709.0,0.0
402.0,26.0,1970,R10,46.0,394.0,0.0
402.0,26.0,1970,R10,56.0,800.0,0.0
402.0,26.0,1970,R10,57.0,689.0,0.0
402.0,26.0,1970,R4,1.0,0.0,0.0
402.0,26.0,1970,R4,2.0,11.0,0.0
402.0,26.0,1970,R4,3.0,49.0,0.0
402.0,26.0,1970,R4-1,2.0,14.0,0.0
402.0,26.0,1970,R4-1,3.0,4.0,0.0
402.0,26.0,1970,R4-1,4.0,8.0,0.0
402.0,26.0,1970,R4B,2.0,26.0,0.0
402.0,26.0,1970,R4B,3.0,8.0,0.0
402.0,26.0,1970,R5,2.0,0.0,0.0
402.0,26.0,1970,R5,3.0,80.0,0.0
402.0,26.0,1970,R5,4.0,44.0,0.0
402.0,26.0,1970,R5,6.0,2.0,0.0
402.0,26.0,1970,R5,8.0,48.0,0.0
402.0,26.0,1970,R5,9.0,93.0,0.0
402.0,26.0,1970,R5,12.0,364.0,0.0
402.0,26.0,1970,R5B,2.0,8.0,0.0
402.0,26.0,1970,R5B,3.0,30.0,0.0
402.0,26.0,1970,R5B,4.0,5.0,0.0
402.0,26.0,1970,R5B,7.0,76.0,0.0
402.0,26.0,1970,R5D,2.0,3.0,0.0
402.0,26.0,1970,R5D,3.0,3.0,0.0
402.0,26.0,1970,R5D,4.0,51.0,0.0
402.0,26.0,1970,R5D,6.0,1.0,0.0
402.0,26.0,1970,R6,2.0,4.0,0.0
402.0,26.0,1970,R6,3.0,12.0,0.0
402.0,26.0,1970,R6,4.0,66.0,0.0
402.0,26.0,1970,R6,5.0,35.0,0.0
402.0,26.0,1970,R6,6.0,136.0,0.0
402.0,26.0,1970,R6,7.0,85.0,0.0
402.0,26.0,1970,R6,9.0,0.0,0.0
402.0,26.0,1970,R6,18.0,0.0,0.0
402.0,26.0,1970,R6A,2.0,-3.0,0.0
402.0,26.0,1970,R6A,3.0,4.0,0.0
402.0,26.0,1970,R6A,4.0,62.0,0.0
402.0,26.0,1970,R6A,5.0,30.0,0.0
402.0,26.0,1970,R6A,6.0,66.0,0.0
402.0,26.0,1970,R6A,7.0,23.0,0.0
402.0,26.0,1970,R6B,2.0,0.0,0.0
402.0,26.0,1970,R6B,3.0,0.0,0.0
402.0,26.0,1970,R6B,4.0,10.0,0.0
402.0,26.0,1970,R7-1,2.0,-1.0,0.0
402.0,26.0,1970,R7-1,3.0,1.0,0.0
402.0,26.0,1970,R7-1,7.0,11.0,0.0
402.0,26.0,1970,R7-3,34.0,575.0,0.0
402.0,26.0,1970,R7-3,39.0,811.0,0.0
402.0,26.0,1970,R7A,2.0,1.0,0.0
402.0,26.0,1970,R7A,5.0,3.0,0.0
402.0,26.0,1970,R7A,6.0,0.0,0.0
402.0,26.0,1970,R7A,7.0,95.0,0.0
402.0,26.0,1970,R7A,8.0,27.0,0.0
402.0,26.0,1970,R7A,9.0,54.0,0.0
402.0,26.0,1970,R7X,3.0,-1.0,0.0
402.0,26.0,1970,R7X,4.0,0.0,0.0
402.0,26.0,1970,R7X,5.0,0.0,0.0
402.0,26.0,1970,R7X,6.0,20.0,0.0
402.0,26.0,1970,R7X,7.0,12.0,0.0
402.0,26.0,1970,R7X,8.0,208.0,0.0
402.0,26.0,1970,R7X,9.0,378.0,0.0
402.0,26.0,1970,R7X,11.0,193.0,0.0
402.0,26.0,1970,R7X,12.0,229.0,0.0
402.0,26.0,1970,R7X,15.0,295.0,0.0
402.0,26.0,1970,R8A,12.0,282.0,0.0
402.0,26.0,1970,R9,11.0,49.0,0.0
402.0,26.0,1970,R9,18.0,202.0,0.0
402.0,26.0,1970,R9X,37.0,619.0,0.0
403.0,21.0,1970,C1-4,3.0,13.0,0.0
403.0,21.0,1970,C1-4,4.0,5.0,0.0
403.0,21.0,1970,C2-2,2.0,0.0,0.0
403.0,21.0,1970,C2-2,3.0,2.0,0.0
403.0,21.0,1970,C2-4,2.0,-3.0,0.0
403.0,21.0,1970,C2-4,3.0,2.0,0.0
403.0,21.0,1970,C2-4,5.0,0.0,0.0
403.0,21.0,1970,C4-2,4.0,0.0,0.0
403.0,21.0,1970,C4-2,7.0,0.0,0.0
403.0,21.0,1970,C4-2,9.0,0.0,0.0
403.0,21.0,1970,C4-2,11.0,0.0,0.0
403.0,21.0,1970,R3-1,2.0,2.0,0.0
403.0,21.0,1970,R3-2,2.0,89.0,0.0
403.0,21.0,1970,R3-2,3.0,8.0,0.0
403.0,21.0,1970,R3X,1.0,0.0,0.0
403.0,21.0,1970,R3X,2.0,33.0,0.0
403.0,21.0,1970,R4,2.0,42.0,0.0
403.0,21.0,1970,R4,3.0,22.0,0.0
403.0,21.0,1970,R4-1,2.0,4.0,0.0
403.0,21.0,1970,R4A,2.0,1.0,0.0
403.0,21.0,1970,R5,1.0,0.0,0.0
403.0,21.0,1970,R5,2.0,7.0,0.0
403.0,21.0,1970,R5,3.0,54.0,0.0
403.0,21.0,1970,R5,4.0,72.0,0.0
403.0,21.0,1970,R5A,1.0,0.0,0.0
403.0,21.0,1970,R5A,2.0,7.0,0.0
403.0,21.0,1970,R5A,3.0,6.0,0.0
403.0,21.0,1970,R5A,4.0,-1.0,0.0
403.0,21.0,1970,R6,2.0,1.0,0.0
403.0,21.0,1970,R6,3.0,23.0,0.0
403.0,21.0,1970,R6,4.0,60.0,0.0
403.0,21.0,1970,R6,5.0,8.0,0.0
403.0,21.0,1970,R6,6.0,79.0,0.0
403.0,21.0,1970,R6,7.0,160.0,0.0
403.0,21.0,1970,R6A,2.0,1.0,0.0
403.0,21.0,1970,R6A,3.0,3.0,0.0
403.0,21.0,1970,R6A,4.0,85.0,0.0
403.0,21.0,1970,R6A,5.0,13.0,0.0
403.0,21.0,1970,R6A,6.0,93.0,0.0
403.0,21.0,1970,R6A,7.0,129.0,0.0
403.0,21.0,1970,R6B,2.0,-3.0,0.0
403.0,21.0,1970,R6B,3.0,72.0,0.0
403.0,21.0,1970,R6B,4.0,427.0,0.0
403.0,21.0,1970,R6B,5.0,108.0,0.0
403.0,21.0,1970,R7-1,3.0,-2.0,0.0
403.0,21.0,1970,R7-1,4.0,1.0,0.0
403.0,21.0,1970,R7-1,8.0,24.0,0.0
403.0,22.0,1970,C2-2,2.0,1.0,0.0
403.0,22.0,1970,R3-2,1.0,0.0,0.0
403.0,22.0,1970,R3-2,2.0,27.0,0.0
403.0,22.0,1970,R3-2,3.0,6.0,0.0
403.0,22.0,1970,R4,2.0,11.0,0.0
403.0,22.0,1970,R4,3.0,6.0,0.0
403.0,22.0,1970,R4B,1.0,2.0,0.0
403.0,22.0,1970,R4B,2.0,1.0,0.0
403.0,22.0,1970,R4B,3.0,1.0,0.0
403.0,22.0,1970,R6B,3.0,33.0,0.0
403.0,22.0,1970,R6B,4.0,6.0,0.0
403.0,25.0,1970,C4-3,2.0,-4.0,0.0
403.0,25.0,1970,C4-3,7.0,18.0,0.0
403.0,25.0,1970,C4-3,9.0,0.0,0.0
403.0,25.0,1970,R4,2.0,29.0,0.0
403.0,25.0,1970,R4,3.0,100.0,0.0
403.0,25.0,1970,R4B,2.0,2.0,0.0
403.0,25.0,1970,R4B,3.0,2.0,0.0
403.0,25.0,1970,R5,1.0,1.0,0.0
403.0,25.0,1970,R5,2.0,11.0,0.0
403.0,25.0,1970,R5,3.0,14.0,0.0
403.0,25.0,1970,R5,4.0,8.0,0.0
403.0,25.0,1970,R5A,2.0,1.0,0.0
403.0,25.0,1970,R6,2.0,0.0,0.0
403.0,25.0,1970,R6,3.0,4.0,0.0
403.0,25.0,1970,R6,6.0,0.0,0.0
403.0,25.0,1970,R6,7.0,9.0,0.0
403.0,25.0,1970,R6,15.0,154.0,0.0
403.0,25.0,1970,R6A,3.0,0.0,0.0
403.0,25.0,1970,R6A,6.0,29.0,0.0
403.0,25.0,1970,R6B,3.0,2.0,0.0
403.0,25.0,1970,R7-1,3.0,1.0,0.0
403.0,25.0,1970,R7-1,5.0,40.0,0.0
403.0,25.0,1970,R7-1,6.0,45.0,0.0
403.0,25.0,1970,R7-1,7.0,29.0,0.0
404.0,21.0,1970,C1-3,3.0,0.0,0.0
404.0,21.0,1970,C2-2,2.0,0.0,0.0
404.0,21.0,1970,C2-2,4.0,0.0,0.0
404.0,21.0,1970,C2-3,3.0,1.0,0.0
404.0,21.0,1970,C2-5,4.0,6.0,0.0
404.0,21.0,1970,R3-2,4.0,6.0,0.0
404.0,21.0,1970,R3X,2.0,1.0,0.0
404.0,21.0,1970,R4,2.0,14.0,0.0
404.0,21.0,1970,R4,3.0,23.0,0.0
404.0,21.0,1970,R4,4.0,0.0,0.0
404.0,21.0,1970,R5,1.0,1.0,0.0
404.0,21.0,1970,R5,2.0,26.0,0.0
404.0,21.0,1970,R5,3.0,220.0,0.0
404.0,21.0,1970,R5,4.0,79.0,0.0
404.0,21.0,1970,R6,3.0,6.0,0.0
404.0,21.0,1970,R6,5.0,0.0,0.0
404.0,21.0,1970,R6,8.0,68.0,0.0
404.0,21.0,1970,R6,16.0,-5.0,0.0
404.0,21.0,1970,R6,17.0,0.0,0.0
404.0,21.0,1970,R6A,5.0,10.0,0.0
404.0,21.0,1970,R6A,6.0,10.0,0.0
404.0,21.0,1970,R6B,2.0,9.0,0.0
404.0,21.0,1970,R6B,3.0,94.0,0.0
404.0,21.0,1970,R6B,4.0,608.0,0.0
404.0,21.0,1970,R6B,5.0,85.0,0.0
404.0,21.0,1970,R7B,3.0,1.0,0.0
404.0,21.0,1970,R7B,4.0,18.0,0.0
404.0,21.0,1970,R7B,6.0,42.0,0.0
404.0,21.0,1970,R7B,7.0,35.0,0.0
404.0,21.0,1970,R7B,8.0,20.0,0.0
404.0,25.0,1970,C-O,3.0,-8.0,0.0
404.0,25.0,1970,C1-2,6.0,83.0,0.0
404.0,25.0,1970,C1-3,3.0,2.0,0.0
404.0,25.0,1970,C4-2,18.0,184.0,0.0
404.0,25.0,1970,R4,2.0,5.0,0.0
404.0,25.0,1970,R4,3.0,40.0,0.0
404.0,25.0,1970,R4B,3.0,1.0,0.0
404.0,25.0,1970,R5,1.0,0.0,0.0
404.0,25.0,1970,R5,2.0,45.0,0.0
404.0,25.0,1970,R5,3.0,131.0,0.0
404.0,25.0,1970,R5,4.0,146.0,0.0
404.0,25.0,1970,R6,2.0,-2.0,0.0
404.0,25.0,1970,R6,3.0,-1.0,0.0
404.0,25.0,1970,R6,4.0,15.0,0.0
404.0,25.0,1970,R6,5.0,19.0,0.0
404.0,25.0,1970,R6,6.0,81.0,0.0
404.0,25.0,1970,R6,7.0,177.0,0.0
404.0,25.0,1970,R6B,2.0,1.0,0.0
404.0,25.0,1970,R6B,3.0,39.0,0.0
404.0,25.0,1970,R6B,4.0,122.0,0.0
404.0,25.0,1970,R6B,5.0,75.0,0.0
404.0,25.0,1970,R6B,7.0,35.0,0.0
404.0,25.0,1970,R7A,5.0,1.0,0.0
404.0,25.0,1970,R7A,8.0,138.0,0.0
404.0,25.0,1970,R7B,2.0,2.0,0.0
404.0,25.0,1970,R7B,3.0,-3.0,0.0
404.0,25.0,1970,R7B,5.0,8.0,0.0
404.0,25.0,1970,R7B,6.0,73.0,0.0
404.0,25.0,1970,R7B,8.0,44.0,0.0
404.0,25.0,1970,R7X,8.0,58.0,0.0
404.0,30.0,1970,C1-3,3.0,1.0,0.0
404.0,30.0,1970,C2-2,4.0,22.0,0.0
404.0,30.0,1970,C4-2,7.0,0.0,0.0
404.0,30.0,1970,R4,2.0,24.0,0.0
404.0,30.0,1970,R4,3.0,61.0,0.0
404.0,30.0,1970,R4B,2.0,24.0,0.0
404.0,30.0,1970,R5,2.0,4.0,0.0
404.0,30.0,1970,R5,3.0,21.0,0.0
404.0,30.0,1970,R5,4.0,12.0,0.0
404.0,30.0,1970,R6,6.0,144.0,0.0
404.0,30.0,1970,R6B,2.0,2.0,0.0
404.0,30.0,1970,R6B,3.0,16.0,0.0
404.0,30.0,1970,R6B,4.0,63.0,0.0
404.0,30.0,1970,R6B,5.0,37.0,0.0
405.0,30.0,1970,C1-2,2.0,0.0,0.0
405.0,30.0,1970,C1-2,3.0,6.0,0.0
405.0,30.0,1970,C1-3,3.0,2.0,0.0
405.0,30.0,1970,C2-2,3.0,1.0,0.0
405.0,30.0,1970,C2-3,2.0,0.0,0.0
405.0,30.0,1970,C2-4,2.0,2.0,0.0
405.0,30.0,1970,C8-1,2.0,1.0,0.0
405.0,30.0,1970,M1-1,1.0,-1.0,0.0
405.0,30.0,1970,M1-1,2.0,0.0,0.0
405.0,30.0,1970,M1-1,3.0,1.0,0.0
405.0,30.0,1970,M1-1D,2.0,0.0,0.0
405.0,30.0,1970,M1-2,3.0,57.0,0.0
405.0,30.0,1970,R3A,2.0,0.0,0.0
405.0,30.0,1970,R3X,2.0,-1.0,0.0
405.0,30.0,1970,R4,2.0,45.0,0.0
405.0,30.0,1970,R4,3.0,123.0,0.0
405.0,30.0,1970,R4,4.0,6.0,0.0
405.0,30.0,1970,R4-1,1.0,1.0,0.0
405.0,30.0,1970,R4-1,2.0,122.0,0.0
405.0,30.0,1970,R4-1,3.0,71.0,0.0
405.0,30.0,1970,R4-1,4.0,1.0,0.0
405.0,30.0,1970,R4-1,5.0,0.0,0.0
405.0,30.0,1970,R4A,1.0,0.0,0.0
405.0,30.0,1970,R4A,2.0,3.0,0.0
405.0,30.0,1970,R4A,3.0,0.0,0.0
405.0,30.0,1970,R4B,2.0,34.0,0.0
405.0,30.0,1970,R4B,3.0,3.0,0.0
405.0,30.0,1970,R5,1.0,-1.0,0.0
405.0,30.0,1970,R5,2.0,7.0,0.0
405.0,30.0,1970,R5,3.0,21.0,0.0
405.0,30.0,1970,R5,4.0,8.0,0.0
405.0,30.0,1970,R5,5.0,66.0,0.0
405.0,30.0,1970,R5B,2.0,14.0,0.0
405.0,30.0,1970,R5B,3.0,69.0,0.0
405.0,30.0,1970,R5D,2.0,0.0,0.0
405.0,30.0,1970,R5D,3.0,0.0,0.0
405.0,30.0,1970,R6,4.0,8.0,0.0
405.0,30.0,1970,R6B,2.0,9.0,0.0
405.0,30.0,1970,R6B,3.0,30.0,0.0
405.0,30.0,1970,R6B,4.0,36.0,0.0
405.0,30.0,1970,R6B,5.0,120.0,0.0
405.0,30.0,1970,R8B,4.0,0.0,0.0
405.0,30.0,1970,R8B,6.0,92.0,0.0
405.0,32.0,1970,R4,2.0,0.0,0.0
405.0,32.0,1970,R4-1,2.0,3.0,0.0
405.0,32.0,1970,R4-1,3.0,1.0,0.0
405.0,32.0,1970,R4A,2.0,1.0,0.0
405.0,32.0,1970,R4A,3.0,0.0,0.0
405.0,32.0,1970,R4B,2.0,1.0,0.0
405.0,32.0,1970,R5,2.0,2.0,0.0
405.0,32.0,1970,R5,3.0,0.0,0.0
405.0,32.0,1970,R5B,2.0,1.0,0.0
405.0,32.0,1970,R5B,3.0,1.0,0.0
405.0,32.0,1970,R5D,2.0,1.0,0.0
405.0,32.0,1970,R5D,3.0,1.0,0.0
405.0,34.0,1970,C2-4,2.0,-1.0,0.0
405.0,34.0,1970,C4-3,3.0,0.0,0.0
405.0,34.0,1970,C4-3,17.0,133.0,0.0
405.0,34.0,1970,C4-3A,2.0,2.0,0.0
405.0,34.0,1970,C4-3A,3.0,5.0,0.0
405.0,34.0,1970,C4-3A,4.0,29.0,0.0
405.0,34.0,1970,C4-3A,5.0,95.0,0.0
405.0,34.0,1970,C4-3A,7.0,150.0,0.0
405.0,34.0,1970,M1-4,4.0,1.0,0.0
405.0,34.0,1970,M1-4D,2.0,0.0,0.0
405.0,34.0,1970,M1-4D,3.0,2.0,0.0
405.0,34.0,1970,M1-4D,4.0,0.0,0.0
405.0,34.0,1970,R4,2.0,0.0,0.0
405.0,34.0,1970,R4,3.0,2.0,0.0
405.0,34.0,1970,R5B,2.0,1.0,0.0
405.0,34.0,1970,R5B,3.0,7.0,0.0
405.0,34.0,1970,R5B,4.0,32.0,0.0
405.0,34.0,1970,R6,3.0,6.0,0.0
405.0,34.0,1970,R6A,3.0,0.0,0.0
405.0,34.0,1970,R6B,1.0,0.0,0.0
405.0,34.0,1970,R6B,2.0,17.0,0.0
405.0,34.0,1970,R6B,3.0,36.0,0.0
405.0,34.0,1970,R6B,4.0,325.0,0.0
405.0,34.0,1970,R6B,5.0,176.0,0.0
406.0,24.0,1970,C4-2F,24.0,312.0,0.0
406.0,24.0,1970,R4,2.0,18.0,0.0
406.0,24.0,1970,R4,3.0,36.0,0.0
406.0,24.0,1970,R4,4.0,6.0,0.0
406.0,24.0,1970,R4B,2.0,0.0,0.0
406.0,24.0,1970,R6,5.0,12.0,0.0
406.0,24.0,1970,R6,6.0,1.0,0.0
406.0,24.0,1970,R6,13.0,259.0,0.0
406.0,24.0,1970,R6,17.0,183.0,0.0
406.0,24.0,1970,R7-1,3.0,-1.0,0.0
406.0,24.0,1970,R7-1,8.0,116.0,0.0
406.0,24.0,1970,R7-1,14.0,3.0,0.0
406.0,24.0,1970,R7-1,15.0,0.0,0.0
406.0,29.0,1970,C4-2,2.0,0.0,0.0
406.0,29.0,1970,C4-2,3.0,1.0,0.0
406.0,29.0,1970,C4-2,9.0,35.0,0.0
406.0,29.0,1970,C4-2,14.0,0.0,0.0
406.0,29.0,1970,C4-4A,6.0,-1.0,0.0
406.0,29.0,1970,C4-4A,7.0,69.0,0.0
406.0,29.0,1970,C4-4A,8.0,23.0,0.0
406.0,29.0,1970,C4-5X,10.0,74.0,0.0
406.0,29.0,1970,C4-5X,11.0,166.0,0.0
406.0,29.0,1970,R1-2,2.0,15.0,0.0
406.0,29.0,1970,R1-2A,1.0,0.0,0.0
406.0,29.0,1970,R1-2A,2.0,10.0,0.0
406.0,29.0,1970,R1-2A,3.0,1.0,0.0
406.0,29.0,1970,R2,2.0,3.0,0.0
406.0,29.0,1970,R2,3.0,0.0,0.0
406.0,29.0,1970,R3-1,2.0,0.0,0.0
406.0,29.0,1970,R3-1,3.0,-1.0,0.0
406.0,29.0,1970,R3-2,2.0,-1.0,0.0
406.0,29.0,1970,R3-2,3.0,2.0,0.0
406.0,29.0,1970,R3-2,4.0,1.0,0.0
406.0,29.0,1970,R3-2,7.0,0.0,0.0
406.0,29.0,1970,R3A,2.0,3.0,0.0
406.0,29.0,1970,R3A,3.0,0.0,0.0
406.0,29.0,1970,R4,2.0,3.0,0.0
406.0,29.0,1970,R4,3.0,1.0,0.0
406.0,29.0,1970,R4,6.0,0.0,0.0
406.0,29.0,1970,R4B,2.0,8.0,0.0
406.0,29.0,1970,R4B,3.0,7.0,0.0
406.0,29.0,1970,R5,3.0,3.0,0.0
406.0,29.0,1970,R6,2.0,0.0,0.0
406.0,29.0,1970,R6,3.0,2.0,0.0
406.0,29.0,1970,R6,6.0,1.0,0.0
406.0,29.0,1970,R6,7.0,0.0,0.0
406.0,29.0,1970,R6A,5.0,0.0,0.0
406.0,29.0,1970,R7-1,2.0,1.0,0.0
406.0,29.0,1970,R7-1,3.0,2.0,0.0
406.0,29.0,1970,R7-1,4.0,5.0,0.0
406.0,29.0,1970,R7-1,5.0,32.0,0.0
406.0,29.0,1970,R7-1,6.0,3.0,0.0
406.0,29.0,1970,R7-1,7.0,104.0,0.0
406.0,29.0,1970,R7-1,8.0,35.0,0.0
406.0,29.0,1970,R7-1,14.0,0.0,0.0
406.0,29.0,1970,R7-1,17.0,97.0,0.0
406.0,29.0,1970,R7-1,22.0,186.0,0.0
406.0,30.0,1970,C4-2,6.0,0.0,0.0
406.0,30.0,1970,R3-1,1.0,1.0,0.0
406.0,30.0,1970,R3-1,2.0,3.0,0.0
406.0,30.0,1970,R3-1,3.0,2.0,0.0
406.0,30.0,1970,R3A,2.0,6.0,0.0
406.0,30.0,1970,R4,2.0,6.0,0.0
406.0,30.0,1970,R4,3.0,27.0,0.0
406.0,30.0,1970,R4B,2.0,1.0,0.0
406.0,30.0,1970,R6,4.0,9.0,0.0
406.0,30.0,1970,R7-1,3.0,7.0,0.0
406.0,30.0,1970,R7-1,4.0,1.0,0.0
406.0,30.0,1970,R7-1,6.0,8.0,0.0
406.0,30.0,1970,R7-1,7.0,128.0,0.0
406.0,30.0,1970,R7-1,8.0,78.0,0.0
406.0,30.0,1970,R7-1,12.0,1.0,0.0
406.0,30.0,1970,R7B,6.0,50.0,0.0
406.0,30.0,1970,R7B,7.0,111.0,0.0
406.0,32.0,1970,R4A,2.0,1.0,0.0
406.0,32.0,1970,R5,2.0,-1.0,0.0
406.0,32.0,1970,R5,3.0,1.0,0.0
407.0,19.0,1970,C3,3.0,50.0,0.0
407.0,19.0,1970,M1-1,2.0,1.0,0.0
407.0,19.0,1970,M1-1,3.0,4.0,0.0
407.0,19.0,1970,M1-1,4.0,0.0,0.0
407.0,19.0,1970,M1-1,6.0,0.0,0.0
407.0,19.0,1970,M2-1,6.0,134.0,0.0
407.0,19.0,1970,R1-2,1.0,0.0,0.0
407.0,19.0,1970,R1-2,2.0,47.0,0.0
407.0,19.0,1970,R1-2,3.0,6.0,0.0
407.0,19.0,1970,R1-2,4.0,-1.0,0.0
407.0,19.0,1970,R1-2A,2.0,8.0,0.0
407.0,19.0,1970,R1-2A,3.0,0.0,0.0
407.0,19.0,1970,R2,1.0,1.0,0.0
407.0,19.0,1970,R2,2.0,19.0,0.0
407.0,19.0,1970,R2,3.0,38.0,0.0
407.0,19.0,1970,R2A,1.0,-1.0,0.0
407.0,19.0,1970,R2A,2.0,59.0,0.0
407.0,19.0,1970,R2A,3.0,3.0,0.0
407.0,19.0,1970,R3-1,2.0,73.0,0.0
407.0,19.0,1970,R3-1,3.0,5.0,0.0
407.0,19.0,1970,R3-2,1.0,0.0,0.0
407.0,19.0,1970,R3-2,2.0,32.0,0.0
407.0,19.0,1970,R3-2,3.0,0.0,0.0
407.0,19.0,1970,R3A,2.0,261.0,0.0
407.0,19.0,1970,R3A,3.0,14.0,0.0
407.0,19.0,1970,R3X,2.0,48.0,0.0
407.0,19.0,1970,R3X,3.0,6.0,0.0
407.0,19.0,1970,R4,1.0,0.0,0.0
407.0,19.0,1970,R4,2.0,22.0,0.0
407.0,19.0,1970,R4,3.0,297.0,0.0
407.0,19.0,1970,R4,6.0,0.0,0.0
407.0,19.0,1970,R4-1,1.0,1.0,0.0
407.0,19.0,1970,R4-1,2.0,28.0,0.0
407.0,19.0,1970,R4-1,3.0,24.0,0.0
407.0,19.0,1970,R4A,1.0,0.0,0.0
407.0,19.0,1970,R4A,2.0,74.0,0.0
407.0,19.0,1970,R4A,3.0,23.0,0.0
407.0,19.0,1970,R4B,2.0,3.0,0.0
407.0,19.0,1970,R5,2.0,0.0,0.0
407.0,19.0,1970,R5,3.0,24.0,0.0
407.0,19.0,1970,R5,4.0,40.0,0.0
407.0,19.0,1970,R5,7.0,0.0,0.0
407.0,19.0,1970,R5B,2.0,3.0,0.0
407.0,19.0,1970,R5B,3.0,96.0,0.0
407.0,19.0,1970,R5B,4.0,18.0,0.0
407.0,19.0,1970,R5D,4.0,7.0,0.0
407.0,20.0,1970,C1-2,3.0,24.0,0.0
407.0,20.0,1970,C1-2,6.0,0.0,0.0
407.0,20.0,1970,C1-2,12.0,79.0,0.0
407.0,20.0,1970,C2-2,3.0,6.0,0.0
407.0,20.0,1970,C2-6A,7.0,1.0,0.0
